order_id,order_date,ship_date,year,month,quarter,week,season,customer_id,customer_type,customer_age_group,customer_gender,loyalty_status,customer_lifetime_value,product_id,product_name,category,sub_category,brand,product_condition,quantity,unit_price,discount,shipping_method,shipping_cost,total_sales,cost_price,profit,profit_margin,revenue_target,target_achievement_pct,region,city,warehouse,segment,sales_channel,marketing_source,salesperson_id,sales_team,commission,payment_mode,order_status,return_flag,delivery_time_days,customer_rating,customer_type_flag,profit_category,sales_person
ORD-10956,27-05-2025,01-06-2025,2025,May,2,22,Spring,CUST-251,Corporate,18-25,Other,Bronze,3786,PROD-PEN-713,Levis Pens,Office Supplies,Pens,Levis,New,1,49.02,0,Standard,7.41,49.02,19.61,22,0.4488,48.71,1.0064,South,Miami,WH-Alpha,Home Office,Online,Search Engine,SP-121,Team Alpha,1.1,Credit Card,Delivered,No,5,4,2,Medium,Rachel Zane
ORD-10957,21-09-2024,24-09-2024,2024,September,3,38,Fall,CUST-193,Individual,26-35,Female,Gold,3946,PROD-SHI-870,Sony Shirts,Clothing,Shirts,Sony,New,6,80.96,0.05,Overnight,13.86,461.47,56.67,107.59,0.2331,458.6,1.0063,West,Seattle,WH-Gamma,Consumer,In-store,Search Engine,SP-102,Team Alpha,5.38,Debit Card,Returned,Yes,3,5,1,Medium,Donna Paulsen
ORD-10958,08-07-2025,09-07-2025,2025,July,3,28,Summer,CUST-828,Corporate,26-35,Other,Silver,1609,PROD-STO-271,Dell Storage,Office Supplies,Storage,Dell,New,11,51.6,0.1,Overnight,36.76,510.84,20.64,247.04,0.4836,507.66,1.0063,East,Philadelphia,WH-Alpha,Corporate,Mobile App,Search Engine,SP-110,Team Beta,12.35,Cash,Delivered,No,1,3,2,Medium,Rachel Zane
ORD-10959,04-05-2024,08-05-2024,2024,May,2,18,Spring,CUST-354,Small Business,26-35,Female,Bronze,3021,PROD-PAN-656,Adidas Pants,Clothing,Pants,Adidas,Refurbished,11,85.83,0,Overnight,30.99,944.13,60.08,252.26,0.2672,938.25,1.0063,South,Miami,WH-Gamma,Consumer,In-store,Direct,SP-142,Team Beta,12.61,Cash,Delivered,No,4,5,3,Medium,John Doe
ORD-10960,23-01-2025,28-01-2025,2025,January,1,4,Winter,CUST-464,Corporate,36-50,Female,Bronze,4379,PROD-JAC-430,IKEA Jackets,Clothing,Jackets,IKEA,New,13,113.52,0,Express,16.32,1475.76,79.46,426.46,0.289,1466.57,1.0063,North,Boston,WH-Gamma,Home Office,In-store,Social Media,SP-112,Team Beta,21.32,Cash,Delivered,No,5,3,2,Medium,Mike Ross
ORD-10961,25-05-2025,29-05-2025,2025,May,2,21,Spring,CUST-505,Small Business,26-35,Male,Platinum,1030,PROD-STO-993,Dell Storage,Office Supplies,Storage,Dell,New,3,52.44,0.2,Overnight,18.01,125.86,20.98,44.91,0.3568,125.08,1.0062,East,Baltimore,WH-Beta,Corporate,Online,Social Media,SP-130,Team Beta,2.25,PayPal,Delivered,No,4,5,3,,Harvey Specter
ORD-10962,10-02-2025,17-02-2025,2025,February,1,7,Winter,CUST-625,Small Business,50+,Male,Gold,1570,PROD-WAL-423,Dell Wallets,Accessories,Wallets,Dell,New,1,138.18,0,Express,21.53,138.18,96.73,19.92,0.1442,137.32,1.0063,East,Philadelphia,WH-Beta,Consumer,In-store,Direct,SP-142,Team Beta,1,Debit Card,Delivered,No,7,5,3,Medium,Jane Smith
ORD-10963,28-05-2024,02-06-2024,2024,May,2,22,Spring,CUST-150,Corporate,18-25,Female,Silver,3636,PROD-BAG-946,Samsung Bags,Accessories,Bags,Samsung,New,3,143.99,0.2,Express,25.27,345.58,100.79,17.94,0.0519,343.43,1.0063,East,Baltimore,WH-Alpha,Home Office,Online,Search Engine,SP-117,Team Beta,0.9,Debit Card,Delivered,No,5,4,2,Medium,Donna Paulsen
ORD-10964,22-01-2025,25-01-2025,2025,January,1,4,Winter,CUST-793,Small Business,36-50,Other,Bronze,1462,PROD-WAL-965,Dell Wallets,Accessories,Wallets,Dell,New,6,145.82,0,Standard,41.81,874.92,102.07,220.69,0.2522,869.47,1.0063,South,Miami,WH-Beta,Corporate,Online,Search Engine,SP-107,Team Beta,11.03,Credit Card,Returned,Yes,3,3,3,Medium,Jane Smith
ORD-10965,20-06-2024,27-06-2024,2024,June,2,25,Summer,CUST-406,Small Business,18-25,Other,Platinum,1905,PROD-BED-801,Levis Beds,Furniture,Beds,Levis,New,6,321.62,0.1,Overnight,5.62,1736.75,225.13,380.35,0.219,1725.93,1.0063,West,Los Angeles,WH-Alpha,Home Office,In-store,Social Media,SP-126,Team Beta,19.02,Debit Card,Delivered,No,7,4,3,Medium,Donna Paulsen
ORD-10966,26-07-2024,31-07-2024,2024,July,3,30,Summer,CUST-366,Individual,36-50,Other,Silver,3637,PROD-SHI-919,Apple Shirts,Clothing,Shirts,Apple,New,1,94.58,0,Standard,45.41,94.58,66.21,-17.04,-0.1802,93.99,1.0063,West,Seattle,WH-Beta,Corporate,Online,Search Engine,SP-131,Team Alpha,0,PayPal,Delivered,No,5,3,1,Loss,Rachel Zane
ORD-10967,04-10-2025,10-10-2025,2025,October,4,40,Fall,CUST-939,Individual,50+,Female,Silver,1016,PROD-BIN-408,Dell Binders,Office Supplies,Binders,Dell,New,9,47.23,0.15,Standard,23.59,361.31,18.89,167.71,0.4642,359.06,1.0063,East,Philadelphia,WH-Beta,Corporate,Online,Email,SP-135,Team Gamma,8.39,Credit Card,Delivered,No,6,2,1,Medium,Jane Smith
ORD-10968,26-10-2024,31-10-2024,2024,October,4,43,Fall,CUST-278,Individual,36-50,Female,Bronze,3664,PROD-WAT-377,Logitech Watches,Accessories,Watches,Logitech,New,4,140.98,0,Express,15.37,563.92,98.69,153.79,0.2727,560.41,1.0063,North,Boston,WH-Alpha,Consumer,Online,Search Engine,SP-131,Team Gamma,7.69,Cash,Delivered,No,5,2,1,Medium,Jane Smith
ORD-10969,19-02-2024,20-02-2024,2024,February,1,8,Winter,CUST-131,Individual,36-50,Female,Silver,1991,PROD-BEL-801,IKEA Belts,Accessories,Belts,IKEA,Refurbished,9,133.46,0,Overnight,27.88,1201.14,93.42,332.48,0.2768,1193.66,1.0063,West,Seattle,WH-Beta,Corporate,In-store,Search Engine,SP-143,Team Beta,16.62,Debit Card,Returned,Yes,1,2,1,Medium,Rachel Zane
ORD-10970,26-05-2023,28-05-2023,2023,May,2,21,Spring,CUST-514,Small Business,36-50,Female,Bronze,4189,PROD-PAP-814,Dell Paper,Office Supplies,Paper,Dell,New,6,55.92,0,Standard,34.69,335.52,22.37,166.61,0.4966,333.43,1.0063,West,Seattle,WH-Beta,Home Office,Online,Affiliate,SP-145,Team Gamma,8.33,PayPal,Delivered,No,2,1,3,Medium,Mike Ross
ORD-10971,02-08-2025,03-08-2025,2025,August,3,31,Summer,CUST-975,Corporate,18-25,Male,Platinum,4728,PROD-JAC-804,HP Jackets,Clothing,Jackets,HP,New,11,131.27,0.15,Express,7.01,1227.37,91.89,209.57,0.1707,1219.72,1.0063,North,Boston,WH-Beta,Corporate,Mobile App,Social Media,SP-108,Team Beta,10.48,PayPal,Delivered,No,1,4,2,Medium,John Doe
ORD-10972,12-06-2025,16-06-2025,2025,June,2,24,Summer,CUST-563,Small Business,26-35,Female,Platinum,4909,PROD-STO-471,Apple Storage,Office Supplies,Storage,Apple,New,1,44.56,0.2,Standard,37.21,35.65,17.82,-19.38,-0.5436,35.43,1.0062,South,Miami,WH-Beta,Home Office,In-store,Social Media,SP-120,Team Alpha,0,Debit Card,Delivered,No,4,4,3,Loss,Mike Ross
ORD-10973,18-03-2024,21-03-2024,2024,March,1,12,Spring,CUST-669,Small Business,18-25,Other,Silver,1090,PROD-CHA-198,Nike Chairs,Furniture,Chairs,Nike,New,4,322.8,0,Overnight,39.23,1291.2,225.96,348.13,0.2696,1283.16,1.0063,South,Miami,WH-Alpha,Corporate,In-store,Email,SP-148,Team Beta,17.41,PayPal,Delivered,No,3,2,3,Medium,Mike Ross
ORD-10974,14-05-2024,21-05-2024,2024,May,2,20,Spring,CUST-866,Small Business,26-35,Male,Bronze,2043,PROD-BED-647,Apple Beds,Furniture,Beds,Apple,New,2,271.67,0,Express,12.48,543.34,190.17,150.52,0.277,539.96,1.0063,North,Chicago,WH-Gamma,Corporate,Online,Email,SP-148,Team Alpha,7.53,Cash,Delivered,No,7,5,3,Medium,John Doe
ORD-10975,22-04-2023,25-04-2023,2023,April,2,16,Spring,CUST-663,Corporate,18-25,Other,Gold,3556,PROD-PEN-693,Sony Pens,Office Supplies,Pens,Sony,New,6,41.33,0.15,Overnight,12.55,210.78,16.53,99.05,0.4699,209.47,1.0063,South,Dallas,WH-Alpha,Consumer,In-store,Email,SP-149,Team Alpha,4.95,Debit Card,Delivered,No,3,4,2,Medium,Rachel Zane
ORD-10976,12-09-2024,17-09-2024,2024,September,3,37,Fall,CUST-355,Individual,50+,Female,Platinum,2706,PROD-PAN-460,Nike Pants,Clothing,Pants,Nike,Refurbished,6,80.57,0.2,Standard,14.17,386.74,56.4,34.17,0.0884,384.33,1.0063,East,Baltimore,WH-Alpha,Corporate,Mobile App,Social Media,SP-125,Team Alpha,1.71,Debit Card,Delivered,No,5,3,1,Medium,Mike Ross
ORD-10977,03-12-2025,06-12-2025,2025,December,4,49,Winter,CUST-196,Small Business,50+,Male,Bronze,3839,PROD-WAL-943,Samsung Wallets,Accessories,Wallets,Samsung,Refurbished,11,190.15,0.1,Express,40.85,1882.48,133.1,377.53,0.2005,1870.75,1.0063,West,Seattle,WH-Alpha,Corporate,In-store,Affiliate,SP-132,Team Beta,18.88,Debit Card,Returned,Yes,3,4,3,Medium,Harvey Specter
ORD-10978,17-05-2025,24-05-2025,2025,May,2,20,Spring,CUST-573,Small Business,36-50,Female,Bronze,3208,PROD-BED-247,Apple Beds,Furniture,Beds,Apple,New,1,279.61,0.2,Standard,17.24,223.69,195.73,10.72,0.0479,222.3,1.0063,South,Miami,WH-Beta,Home Office,In-store,Affiliate,SP-146,Team Alpha,0.54,Credit Card,Shipped,No,7,4,3,Medium,Harvey Specter
ORD-10979,21-09-2025,23-09-2025,2025,September,3,38,Fall,CUST-204,Individual,50+,Male,Bronze,4529,PROD-CHA-113,Sony Chairs,Furniture,Chairs,Sony,New,1,355.75,0,Standard,40.82,355.75,249.02,65.91,0.1853,353.53,1.0063,East,Philadelphia,WH-Beta,Home Office,In-store,Direct,SP-147,Team Beta,3.3,Cash,Delivered,No,2,3,1,Medium,John Doe
ORD-10980,11-05-2023,13-05-2023,2023,May,2,19,Spring,CUST-923,Small Business,36-50,Other,Silver,1247,PROD-SHI-240,Apple Shirts,Clothing,Shirts,Apple,New,1,97.7,0,Overnight,29.32,97.7,68.39,-0.01,-0.0001,97.09,1.0063,East,Baltimore,WH-Gamma,Home Office,Online,Social Media,SP-124,Team Alpha,0,PayPal,Shipped,No,2,2,3,Loss,Harvey Specter
ORD-10981,01-05-2025,06-05-2025,2025,May,2,18,Spring,CUST-912,Corporate,26-35,Female,Gold,1300,PROD-TAB-630,Dell Tables,Furniture,Tables,Dell,New,5,259.89,0,Express,39.52,1299.45,181.92,350.33,0.2696,1291.35,1.0063,East,Baltimore,WH-Beta,Corporate,Mobile App,Direct,SP-108,Team Alpha,17.52,Debit Card,Delivered,No,5,2,2,Medium,Rachel Zane
ORD-10982,28-07-2024,02-08-2024,2024,July,3,30,Summer,CUST-243,Small Business,50+,Female,Silver,1997,PROD-BED-388,Adidas Beds,Furniture,Beds,Adidas,New,9,333.26,0.1,Standard,29.92,2699.41,233.28,569.97,0.2111,2682.59,1.0063,East,Philadelphia,WH-Gamma,Home Office,Mobile App,Search Engine,SP-107,Team Gamma,28.5,Debit Card,Delivered,No,5,3,3,High,Jane Smith
ORD-10983,14-05-2023,18-05-2023,2023,May,2,19,Spring,CUST-224,Small Business,26-35,Male,Platinum,1879,PROD-SHO-481,Adidas Shoes,Clothing,Shoes,Adidas,Refurbished,5,117.06,0.05,Overnight,20.11,556.04,81.94,126.23,0.227,552.58,1.0063,East,Baltimore,WH-Gamma,Home Office,Mobile App,Email,SP-106,Team Beta,6.31,PayPal,Delivered,No,4,4,3,Medium,Rachel Zane
ORD-10984,27-01-2024,01-02-2024,2024,January,1,4,Winter,CUST-112,Individual,18-25,Male,Silver,1179,PROD-PEN-897,Sony Pens,Office Supplies,Pens,Sony,New,2,56.31,0,Overnight,45.98,112.62,22.52,21.6,0.1918,111.92,1.0063,North,Boston,WH-Beta,Corporate,In-store,Direct,SP-150,Team Gamma,1.08,Cash,Delivered,No,5,4,1,Medium,John Doe
ORD-10985,16-10-2023,17-10-2023,2023,October,4,42,Fall,CUST-163,Small Business,26-35,Female,Bronze,4270,PROD-WAT-596,Apple Watches,Accessories,Watches,Apple,New,9,164.71,0,Express,37.19,1482.39,115.3,407.5,0.2749,1473.15,1.0063,West,Seattle,WH-Gamma,Home Office,Mobile App,Direct,SP-101,Team Alpha,20.38,PayPal,Delivered,No,1,2,3,Medium,Jane Smith
ORD-10986,04-06-2024,05-06-2024,2024,June,2,23,Summer,CUST-950,Small Business,18-25,Male,Silver,3842,PROD-BEL-521,Sony Belts,Accessories,Belts,Sony,Refurbished,8,140.08,0.05,Standard,26.78,1064.61,98.06,253.35,0.238,1057.98,1.0063,West,Seattle,WH-Alpha,Consumer,Online,Social Media,SP-108,Team Gamma,12.67,PayPal,Delivered,No,1,1,3,Medium,Harvey Specter
ORD-10987,14-12-2024,15-12-2024,2024,December,4,50,Winter,CUST-899,Corporate,26-35,Female,Bronze,1396,PROD-BED-448,Samsung Beds,Furniture,Beds,Samsung,New,11,247.74,0,Express,33.68,2725.14,173.42,783.84,0.2876,2708.16,1.0063,North,Chicago,WH-Alpha,Consumer,In-store,Email,SP-109,Team Alpha,39.19,Debit Card,Delivered,No,1,2,2,High,Mike Ross
ORD-10988,12-05-2024,14-05-2024,2024,May,2,19,Spring,CUST-327,Individual,26-35,Male,Gold,2046,PROD-WAT-266,Adidas Watches,Accessories,Watches,Adidas,New,11,132.08,0,Express,32.71,1452.88,92.46,403.11,0.2775,1443.83,1.0063,North,New York,WH-Alpha,Home Office,Online,Email,SP-122,Team Gamma,20.16,Credit Card,Delivered,No,2,3,1,Medium,Harvey Specter
ORD-10989,21-10-2025,27-10-2025,2025,October,4,43,Fall,CUST-233,Individual,50+,Other,Silver,3626,PROD-PEN-204,HP Pens,Office Supplies,Pens,HP,New,10,53.83,0.2,Standard,21.12,430.64,21.53,194.22,0.451,427.96,1.0063,East,Philadelphia,WH-Gamma,Home Office,In-store,Affiliate,SP-132,Team Gamma,9.71,Credit Card,Delivered,No,6,1,1,Medium,Rachel Zane
ORD-10990,27-10-2023,30-10-2023,2023,October,4,43,Fall,CUST-302,Corporate,26-35,Male,Silver,1183,PROD-BED-323,Nike Beds,Furniture,Beds,Nike,New,7,354.74,0,Express,24.07,2483.18,248.32,720.87,0.2903,2467.71,1.0063,South,Miami,WH-Gamma,Home Office,Online,Direct,SP-100,Team Beta,36.04,Credit Card,Delivered,No,3,1,2,High,Rachel Zane
ORD-10991,15-05-2024,22-05-2024,2024,May,2,20,Spring,CUST-943,Small Business,50+,Other,Silver,1795,PROD-BAG-258,Levis Bags,Accessories,Bags,Levis,New,6,163.37,0,Express,19.32,980.22,114.36,274.74,0.2803,974.11,1.0063,West,Seattle,WH-Alpha,Corporate,In-store,Affiliate,SP-149,Team Beta,13.74,Credit Card,Delivered,No,7,3,3,Medium,John Doe
ORD-10992,23-02-2023,27-02-2023,2023,February,1,8,Winter,CUST-510,Individual,50+,Male,Bronze,1885,PROD-TAB-615,Dell Tablets,Electronics,Tablets,Dell,New,5,565.66,0.1,Express,49.98,2545.47,395.96,515.69,0.2026,2529.61,1.0063,South,Atlanta,WH-Beta,Consumer,Online,Direct,SP-143,Team Gamma,25.78,Credit Card,Delivered,No,4,5,1,High,Mike Ross
ORD-10993,05-05-2025,10-05-2025,2025,May,2,19,Spring,CUST-481,Individual,36-50,Male,Bronze,1442,PROD-TAB-326,HP Tablets,Electronics,Tablets,HP,New,7,501,0.2,Overnight,31.1,2805.6,350.7,319.6,0.1139,2788.12,1.0063,West,Los Angeles,WH-Alpha,Consumer,Mobile App,Social Media,SP-115,Team Gamma,15.98,Debit Card,Delivered,No,5,2,1,Medium,Mike Ross
ORD-10994,14-09-2024,18-09-2024,2024,September,3,37,Fall,CUST-802,Small Business,36-50,Female,Silver,3780,PROD-LAP-951,HP Laptops,Electronics,Laptops,HP,Refurbished,7,536.76,0.1,Standard,9.14,3381.59,375.73,742.34,0.2195,3360.52,1.0063,East,Baltimore,WH-Beta,Home Office,In-store,Social Media,SP-103,Team Beta,37.12,Credit Card,Delivered,No,4,4,3,High,Jane Smith
ORD-10995,06-03-2025,08-03-2025,2025,March,1,10,Spring,CUST-745,Small Business,18-25,Male,Silver,1533,PROD-SMA-292,IKEA Smartphones,Electronics,Smartphones,IKEA,New,5,629.74,0,Express,28.36,3148.7,440.82,916.24,0.291,3129.08,1.0063,South,Dallas,WH-Beta,Home Office,In-store,Search Engine,SP-143,Team Alpha,45.81,PayPal,Cancelled,No,2,2,3,High,Jane Smith
ORD-10996,24-02-2025,01-03-2025,2025,February,1,9,Winter,CUST-760,Individual,26-35,Male,Gold,3286,PROD-SMA-914,HP Smartphones,Electronics,Smartphones,HP,New,19,545.47,0.2,Overnight,7.25,8291.14,381.83,1029.12,0.1241,8239.49,1.0063,West,Seattle,WH-Gamma,Corporate,Online,Direct,SP-121,Team Alpha,51.46,Debit Card,Delivered,No,5,3,1,High,Rachel Zane
ORD-10997,17-08-2025,22-08-2025,2025,August,3,33,Summer,CUST-186,Small Business,18-25,Other,Gold,2733,PROD-SOF-672,Nike Sofas,Furniture,Sofas,Nike,New,6,288.67,0.05,Overnight,17.99,1645.42,202.07,415.01,0.2522,1635.17,1.0063,West,San Francisco,WH-Gamma,Corporate,Online,Direct,SP-127,Team Alpha,20.75,PayPal,Delivered,No,5,4,3,Medium,John Doe
ORD-10998,21-01-2025,23-01-2025,2025,January,1,4,Winter,CUST-696,Individual,26-35,Male,Platinum,4145,PROD-SHO-728,Nike Shoes,Clothing,Shoes,Nike,New,13,119.65,0,Express,25.07,1555.45,83.75,441.63,0.2839,1545.76,1.0063,East,Philadelphia,WH-Beta,Consumer,Online,Email,SP-138,Team Alpha,22.08,Credit Card,Delivered,No,2,5,1,Medium,Rachel Zane
ORD-10999,09-05-2023,12-05-2023,2023,May,2,19,Spring,CUST-700,Small Business,36-50,Female,Gold,2120,PROD-JAC-806,Dell Jackets,Clothing,Jackets,Dell,New,9,102.4,0.1,Standard,29.04,829.44,71.68,155.28,0.1872,824.27,1.0063,South,Dallas,WH-Beta,Corporate,In-store,Email,SP-147,Team Gamma,7.76,Cash,Delivered,No,3,3,3,Medium,Donna Paulsen
ORD-11000,20-04-2024,25-04-2024,2024,April,2,16,Spring,CUST-365,Small Business,36-50,Other,Gold,4035,PROD-TAB-951,Sony Tables,Furniture,Tables,Sony,Refurbished,5,359.18,0.1,Overnight,48.93,1616.31,251.43,310.23,0.1919,1606.24,1.0063,East,Philadelphia,WH-Beta,Consumer,Online,Affiliate,SP-100,Team Alpha,15.51,Credit Card,Delivered,No,5,2,3,Medium,Mike Ross
ORD-11001,26-04-2025,29-04-2025,2025,April,2,17,Spring,CUST-932,Corporate,26-35,Female,Gold,3705,PROD-SOF-638,Logitech Sofas,Furniture,Sofas,Logitech,Refurbished,5,288.1,0.05,Express,49.2,1368.48,201.67,310.93,0.2272,1359.95,1.0063,South,Dallas,WH-Gamma,Home Office,Mobile App,Search Engine,SP-127,Team Gamma,15.55,Debit Card,Delivered,No,3,1,2,Medium,Mike Ross
ORD-11002,18-09-2024,20-09-2024,2024,September,3,38,Fall,CUST-176,Small Business,26-35,Female,Bronze,3382,PROD-PAP-966,Logitech Paper,Office Supplies,Paper,Logitech,New,9,43.52,0.2,Standard,9.41,313.34,17.41,147.24,0.4699,311.39,1.0063,South,Dallas,WH-Alpha,Home Office,Online,Social Media,SP-130,Team Gamma,7.36,PayPal,Delivered,No,2,3,3,Medium,Rachel Zane
ORD-11003,25-09-2024,29-09-2024,2024,September,3,39,Fall,CUST-122,Corporate,36-50,Female,Gold,670,PROD-PAN-644,Apple Pants,Clothing,Pants,Apple,Refurbished,4,98.88,0.1,Standard,29.22,355.97,69.22,49.87,0.1401,353.75,1.0063,West,Seattle,WH-Beta,Consumer,Online,Direct,SP-118,Team Alpha,2.49,Cash,Delivered,No,4,3,2,Medium,Mike Ross
ORD-11004,16-05-2023,21-05-2023,2023,May,2,20,Spring,CUST-166,Small Business,36-50,Female,Gold,2053,PROD-SMA-829,Apple Smartphones,Electronics,Smartphones,Apple,New,4,447.04,0.2,Express,41.77,1430.53,379.98,-131.16,-0.0917,1421.62,1.0063,North,Chicago,WH-Gamma,Home Office,Online,Affiliate,SP-118,Team Alpha,0,Cash,Delivered,No,5,2,3,Loss,Jane Smith
ORD-11005,15-01-2023,21-01-2023,2023,January,1,2,Winter,CUST-302,Individual,18-25,Other,Silver,4397,PROD-TAB-664,Levis Tables,Furniture,Tables,Levis,New,6,307.35,0.05,Overnight,15.7,1751.9,215.15,445.3,0.2542,1740.99,1.0063,South,Dallas,WH-Alpha,Corporate,Mobile App,Search Engine,SP-131,Team Alpha,22.26,Cash,Cancelled,No,6,5,1,Medium,Mike Ross
ORD-11006,14-02-2025,21-02-2025,2025,February,1,7,Winter,CUST-761,Individual,36-50,Male,Bronze,2095,PROD-HEA-819,Nike Headphones,Electronics,Headphones,Nike,New,1,467.68,0,Standard,38.78,467.68,327.38,101.52,0.2171,464.77,1.0063,South,Dallas,WH-Gamma,Home Office,Online,Email,SP-105,Team Beta,5.08,PayPal,Delivered,No,7,2,1,Medium,Jane Smith
ORD-11007,27-05-2024,30-05-2024,2024,May,2,22,Spring,CUST-554,Small Business,26-35,Female,Platinum,2123,PROD-JAC-874,Apple Jackets,Clothing,Jackets,Apple,Refurbished,2,118,0.05,Standard,44.54,224.2,82.6,14.46,0.0645,222.8,1.0063,East,DC,WH-Alpha,Home Office,Online,Search Engine,SP-148,Team Gamma,0.72,Debit Card,Delivered,No,3,2,3,Medium,Harvey Specter
ORD-11008,24-11-2024,29-11-2024,2024,November,4,47,Fall,CUST-928,Small Business,18-25,Other,Platinum,4622,PROD-WAT-921,IKEA Watches,Accessories,Watches,IKEA,New,7,171.59,0,Standard,34.81,1201.13,120.11,325.55,0.271,1193.65,1.0063,South,Miami,WH-Gamma,Consumer,In-store,Affiliate,SP-127,Team Alpha,16.28,Cash,Delivered,No,5,5,3,Medium,John Doe
ORD-11009,19-08-2023,22-08-2023,2023,August,3,33,Summer,CUST-231,Individual,26-35,Female,Gold,1591,PROD-BEL-216,Apple Belts,Accessories,Belts,Apple,New,4,129.33,0,Standard,19.75,517.32,90.53,135.45,0.2618,514.1,1.0063,South,Miami,WH-Alpha,Corporate,In-store,Social Media,SP-115,Team Beta,6.77,PayPal,Returned,Yes,3,5,1,Medium,John Doe
ORD-11010,09-06-2025,14-06-2025,2025,June,2,24,Summer,CUST-194,Small Business,50+,Male,Platinum,3337,PROD-SOF-527,Samsung Sofas,Furniture,Sofas,Samsung,New,3,258.08,0.15,Overnight,46.54,658.1,180.66,69.58,0.1057,654,1.0063,South,Dallas,WH-Beta,Corporate,Online,Email,SP-139,Team Gamma,3.48,PayPal,Delivered,No,5,3,3,Medium,Mike Ross
ORD-11011,11-01-2025,18-01-2025,2025,January,1,2,Winter,CUST-967,Corporate,18-25,Other,Platinum,907,PROD-PAP-571,Samsung Paper,Office Supplies,Paper,Samsung,New,13,55.27,0.1,Overnight,44.76,646.66,22.11,314.47,0.4863,642.63,1.0063,South,Miami,WH-Gamma,Home Office,In-store,Email,SP-109,Team Gamma,15.72,Credit Card,Delivered,No,7,1,2,Medium,John Doe
ORD-11012,28-04-2024,03-05-2024,2024,April,2,17,Spring,CUST-949,Corporate,26-35,Other,Platinum,4669,PROD-HEA-178,IKEA Headphones,Electronics,Headphones,IKEA,New,1,554.58,0,Express,37.21,554.58,388.21,129.16,0.2329,551.13,1.0063,South,Dallas,WH-Alpha,Home Office,Online,Social Media,SP-146,Team Gamma,6.46,PayPal,Delivered,No,5,2,2,Medium,Donna Paulsen
ORD-11013,08-12-2025,13-12-2025,2025,December,4,50,Winter,CUST-928,Corporate,36-50,Male,Gold,1179,PROD-TAB-219,HP Tables,Furniture,Tables,HP,New,1,263.63,0.05,Express,21.37,250.45,184.54,44.54,0.1778,248.89,1.0063,North,New York,WH-Alpha,Corporate,Online,Email,SP-132,Team Alpha,2.23,Debit Card,Returned,Yes,5,1,2,Medium,Harvey Specter
ORD-11014,27-08-2024,31-08-2024,2024,August,3,35,Summer,CUST-439,Corporate,50+,Other,Platinum,736,PROD-PAP-938,Samsung Paper,Office Supplies,Paper,Samsung,New,4,41.22,0,Overnight,40.64,164.88,16.49,58.28,0.3535,163.85,1.0063,West,Los Angeles,WH-Alpha,Corporate,Mobile App,Affiliate,SP-111,Team Alpha,2.91,Debit Card,Delivered,No,4,5,2,Medium,Mike Ross
ORD-11015,03-06-2023,09-06-2023,2023,June,2,22,Summer,CUST-225,Corporate,26-35,Male,Gold,3274,PROD-SMA-234,Logitech Smartphones,Electronics,Smartphones,Logitech,New,12,509.11,0.2,Express,19.22,4887.46,356.38,591.68,0.1211,4857.01,1.0063,South,Atlanta,WH-Beta,Consumer,Online,Email,SP-115,Team Gamma,29.58,Cash,Delivered,No,6,5,2,High,Jane Smith
ORD-11016,09-12-2024,14-12-2024,2024,December,4,50,Winter,CUST-143,Small Business,18-25,Other,Silver,3937,PROD-SHO-117,Logitech Shoes,Clothing,Shoes,Logitech,New,11,107.66,0,Standard,16.38,1184.26,75.36,338.92,0.2862,1176.88,1.0063,East,DC,WH-Gamma,Home Office,In-store,Direct,SP-117,Team Gamma,16.95,PayPal,Shipped,No,5,2,3,Medium,Harvey Specter
ORD-11017,15-05-2025,18-05-2025,2025,May,2,20,Spring,CUST-572,Small Business,26-35,Other,Silver,3857,PROD-BEL-591,Samsung Belts,Accessories,Belts,Samsung,Refurbished,5,148.13,0.1,Overnight,28.18,666.58,103.69,119.95,0.1799,662.43,1.0063,East,Philadelphia,WH-Alpha,Home Office,In-store,Search Engine,SP-149,Team Beta,6,PayPal,Shipped,No,3,3,3,Medium,Donna Paulsen
ORD-11018,08-03-2023,12-03-2023,2023,March,1,10,Spring,CUST-151,Corporate,50+,Male,Platinum,3377,PROD-BIN-456,Apple Binders,Office Supplies,Binders,Apple,New,3,54.8,0.1,Standard,49.87,147.96,21.92,32.33,0.2185,147.04,1.0063,South,Dallas,WH-Beta,Corporate,In-store,Affiliate,SP-107,Team Beta,1.62,Credit Card,Delivered,No,4,2,2,Medium,Harvey Specter
ORD-11019,25-04-2023,02-05-2023,2023,April,2,17,Spring,CUST-272,Small Business,18-25,Male,Silver,2923,PROD-SMA-419,Levis Smartphones,Electronics,Smartphones,Levis,New,3,590.13,0.05,Overnight,41.19,1681.87,413.09,401.41,0.2387,1671.39,1.0063,South,Dallas,WH-Beta,Consumer,In-store,Social Media,SP-116,Team Gamma,20.07,Credit Card,Cancelled,No,7,3,3,Medium,John Doe
ORD-11020,15-06-2025,16-06-2025,2025,June,2,24,Summer,CUST-687,Small Business,50+,Other,Gold,3647,PROD-TAB-807,Levis Tables,Furniture,Tables,Levis,New,3,253.88,0,Overnight,37.84,761.64,177.72,190.64,0.2503,756.9,1.0063,South,Atlanta,WH-Beta,Corporate,Online,Affiliate,SP-144,Team Beta,9.53,PayPal,Delivered,No,1,4,3,Medium,Donna Paulsen
